input_text,target_text,slang_terms,category,difficulty_level
Thank you very much for that l take contribution ong,Thank you very much for that wonderful contribution of incorrect or bad opinion i promise,"L take, criticism",sarcasm,medium
The enemy team is playing oh totally as usual,The opposing team is demonstrating sarcastically agreeing as usual,"sarcasm, disagreement",gaming,medium
Office hours today were actually stonks,"The professor held office hours and they were actually stocks, but often used humorously for a bad decision","stonks, irony",college,medium
We don't talk enough about skill issue ngl,We do not discuss the problem is your own lack of skill nearly enough I promise,"skill issue, criticism",social_media,medium
Tell me why this is so salty,"Can someone explain why this feels so bitter, upset, frustrated","salty, emotion",chat,medium
That fit is very flex istg,That outfit is very show off without question,so flex,chat,hard
fr tho she literally said bussin and walked away,"I swear she literally said it with extremely good, delicious and left","bussin, quality",chat,medium
Jk but also not jk because it's parasocial,I am joking but also not joking because it is one-sided emotional connection to a celebrity,"parasocial, connection",texting,medium
Oh how delightfully virgin vs chad congratulations on that rn,"How delightfully weak person versus confident person of you, congratulations on achieving that without question","virgin, chad, comparison",sarcasm,hard
My gpa after this semester gonna be no sleep gang,My academic performance after this term will be people who stay up very late,"no sleep gang, exhaustion",college,hard
When the irl hits at 3am and you can't sleep,When the in real life feeling hits at three in the morning and you cannot sleep,"irl, reality",meme,medium
the cafeteria was essay cookedd me today no cap periodt,"The cafeteria served something the essay exhausted me today, no exaggeration not going to lie","cooked, exhaustion",college,hard
Gg that was a no chill round ngl,"Well played, that was a unable to relax, intense round honestly","no chill, intensity",gaming,medium
Bro that player simply hit a certified hood classic play,That player simply executed a something genuinely great from the culture play,"certified hood classic, authentic",gaming,hard
Hot take: everyone is lowkey delulu,"Unpopular opinion: everyone is somewhat experiencing being delusional, unrealistic expectations","delulu, delusion",social_media,medium
solo q be like: fulll team of npc players,Solo queue feels like a team of someone acting without personality players,"npc, personality",gaming,medium
You can't be snap about this rn,You cannot be so doing something great about this right now,"snap, excellence",chat,medium
fr tho bro this professor is giving full tryhard energy,very much this professor is giving off someone who tries too hard energy honestly,"tryhard, competitive",college,medium
"This is fine (it's not, it's touch grass)","Everything is fine but actually it is go outside, spend less time online","touch grass, advice",meme,medium
Bro that player simply hit a noob play istg,That player simply executed a inexperienced player play truly,"noob, beginner",gaming,medium
Bro that L was actually wild lmao,"Honestly that loss, failure, bad outcome was really surprising right now","L, failure",chat,medium
The difference between pros and noobs is just slap,"The gap between professionals and beginners is simply is excellent, hits hard","slap, quality",gaming,medium
Ily but that take was god tier ngl,I care about you but that opinion showed of the highest quality without question,"god tier, excellence",texting,medium
Gg that was a ate round ngl,"Well played, that was a performed perfectly, nailed it round honestly","ate, performance",gaming,medium
sis surely this will go well being so lowk and all,"honestly surely this will end well given all the lowkey, secretly involved","lowk, subtle",sarcasm,medium
Current status: absolute period,"Current mood: complete end of discussion, that's final","period, finality",social_media,medium
Thank you so much for that rizz contribution periodt,"Thank you so much for that wonderful contribution of charisma, charm, ability to attract friend","rizz, charisma",sarcasm,medium
"This is fine (it's not, it's smh)","Everything is fine but actually it is shaking my head, disappointing","smh, disappointment",meme,easy
Smh the situation is very caught lackin,"I am disappointed, the situation is very caught off guard or unprepared","caught lackin, unprepared",texting,medium
istg this lobby is built different it's giving drip,"okay so this lobby is different, it is displaying stylish outfit or fashion sense","drip, fashion",gaming,medium
Bro that midterm ate and left no crumbs i'm AFK,"That midterm absolutely dominated and now I am away from keyboard, not present","AFK, absent",college,easy
Idk why im being so rn atm,I do not know why I am so right now right now,"rn, present time",texting,easy
Omg tbh im simply vibing in my this ain't it chief arc,Okay so honestly i am simply relaxing in my this is not good or correct phase,"this ain't it, disapproval",texting,hard
The whole comment section was irl about this.,The whole comment section was in real life about this.,irl,chat,medium
Everything about this moment is tryhard.,Everything about this moment is extremely someone who tries too much.,so tryhard,chat,hard
bro main character moment but make it sure jan,best friend feeling like the main character but expressed through sarcastically disbelieving someone,"sure jan, disbelief",social_media,medium
bestie you can't be bruh about this rn,not to overthink this but you cannot be so expressing disbelief or frustration about this right now,"bruh, frustration",chat,medium
That fit is very l.,That outfit is very l.,so L,chat,hard
Did you catch how let him cook af that was?,Did you catch how extremely let him cook that was?,let him cook af,chat,hard
